title,price,area,location,status
3 BHK Apartment in DSK DSK Gandhakosh,"30,000",1350,"Baner, Pune",Unfurnished
2 BHK Apartment in Phadnis Sahil Serene,"33,000",1050,"Baner, Pune",Furnished
3 BHK Apartment,"36,000",1550,"Baner, Pune",Semi-Furnished
3 BHK Apartment in Bafana Aloha Towers,"43,000",1640,"Baner, Pune",Semi-Furnished
3 BHK Apartment in Arun Orchid Towers,"35,000",1550,"Baner, Pune",Semi-Furnished
2 BHK Apartment in Sanghvi Shells,"27,000",1150,"Baner, Pune",Semi-Furnished
2 BHK Apartment in Goel Ganga Acropolis,"28,000",1140,"Sus, Pune",Semi-Furnished
3 BHK Apartment in Bafana Aloha Towers,"45,000",1650,"Baner, Pune",Semi-Furnished
2 BHK Apartment in Elite Evoq,"26,000",1150,"Baner, Pune",Unfurnished
3 BHK Apartment in Supreme Pallacio,1.1 L,1550,"Baner, Pune",Furnished
3 BHK Apartment in Elite Evoq,"42,000",1550,"Baner, Pune",Unfurnished
3 BHK Apartment in DSK DSK Gandhakosh,"35,000",1350,"Baner, Pune",Unfurnished
2 BHK Apartment in Costa Blanca,"28,000",1850,"Baner, Pune",Semi-Furnished
3 BHK Apartment in Elite Elegance,"31,000",1650,"Baner, Pune",Semi-Furnished
2 BHK Apartment in Shree Shree Felicita,"30,000",1250,"Baner, Pune",Furnished
2 BHK Apartment in Kiran Shubharambh,"23,000",1080,"Baner, Pune",Unfurnished
2 BHK Apartment in Kiran Shubharambh,"22,500",1030,"Baner, Pune",Semi-Furnished
2 BHK Apartment,"22,050",1050,"Baner, Pune",Unfurnished
2 BHK Apartment,"23,760",1080,"Aundh, Pune",Semi-Furnished
3 BHK Apartment in Nandan Anjor,"33,000",1450,"Baner, Pune",Semi-Furnished
2 BHK Apartment in Rachana Beverly Hills,"27,000",1150,"Baner, Pune",Semi-Furnished
2 BHK Apartment,"23,000",1050,"Baner, Pune",Semi-Furnished
3 BHK Apartment in Iris Iris Society,"48,000",1450,"Baner, Pune",Furnished
3 BHK Apartment in Kolte Patil 24K Sereno,"45,000",1870,"Baner, Pune",Unfurnished
3 BHK Apartment in Kiran Shubharambh,"32,000",1350,"Baner, Pune",Semi-Furnished
4 BHK Apartment in G M KENJALE Emirus G,1.55 L,2360,"Baner, Pune",Furnished
2 BHK Apartment in KBD Palladion,"28,000",1200,"Baner, Pune",Semi-Furnished
2 BHK Apartment in Kiran Suyog,"27,000",980,"Balewadi, Pune",Semi-Furnished
2 BHK Apartment in Bhandari The Pearl,"20,800",1300,"Balewadi, Pune",Semi-Furnished
2 BHK Apartment,"21,840",1040,"Baner, Pune",Semi-Furnished
2 BHK Apartment,"24,000",1000,"Baner, Pune",Unfurnished
2 BHK Apartment,"24,150",1050,"Balewadi, Pune",Semi-Furnished
3 BHK Apartment in KBD Palladion,"42,000",1550,"Baner, Pune",Furnished
3 BHK Apartment in Yashoda Rolling Hills,"40,000",1800,"Baner, Pune",Semi-Furnished
2 BHK Apartment,"28,000",1150,"Baner, Pune",Semi-Furnished
3 BHK Apartment,"28,800",1800,"Balewadi, Pune",Semi-Furnished
3 BHK Apartment in F5 Mount Unique A Wing,"42,000",1950,"Baner, Pune",Furnished
3 BHK Apartment in Regency Cosmos,"42,000",1550,"Baner, Pune",Semi-Furnished
2 BHK Apartment in KBD Palladion,"24,000",1050,"Baner, Pune",Semi-Furnished
3 BHK Independent House,"42,000",2200,"Baner, Pune",Semi-Furnished
2 BHK Apartment in Five Star ANP Atlantis Phase I,"28,000",1150,"Baner, Pune",Semi-Furnished
2 BHK Apartment in Kiran Shubharambh,"28,000",1050,"Baner, Pune",Unfurnished
1 BHK Apartment in Kiran Shubharambh,"27,000",850,"Baner, Pune",Semi-Furnished
2 BHK Apartment in KBD Palladion,"21,000",1170,"Baner, Pune",Semi-Furnished
3 BHK Independent House,"35,200",2200,"Balewadi, Pune",Unfurnished
3 BHK Apartment in Reelicon Alpine Ridge,"32,000",1550,"Baner, Pune",Semi-Furnished
3 BHK Apartment,"80,000",1750,"Baner, Pune",Furnished
2 BHK Apartment in Elite Evoq,"26,000",1100,"Baner, Pune",Unfurnished
3 BHK Apartment in Aristo Park Express,"40,000",1550,"Baner, Pune",Semi-Furnished
3 BHK Apartment in G M KENJALE Emirus G,1.3 L,2350,"Baner, Pune",Furnished
2 BHK Apartment in Rachana Beverly Hills,"29,000",1150,"Baner, Pune",Semi-Furnished
3 BHK Apartment,"35,000",1650,"Baner, Pune",Semi-Furnished
2 BHK Apartment in BU Bhandari Alacrity,"30,000",1000,"Baner, Pune",Furnished
2 BHK Apartment in Kunal Aspiree,"28,000",1225,"Balewadi, Pune",Semi-Furnished
2 BHK Apartment in Phadnis Sahil Serene,"26,000",1050,"Baner, Pune",Semi-Furnished
2 BHK Apartment in Naiknavare Avon Vista Phase 1 And Phase 2,"27,000",1080,"Balewadi, Pune",Semi-Furnished
1 BHK Apartment,"25,000",780,"Tathawade, Pune",Unfurnished
1 RK Studio Apartment,"17,000",550,"Tathawade, Pune",Unfurnished
1 BHK Apartment,"15,500",1000,"Wagholi, Pune",Unfurnished
1 BHK Apartment,"9,000",350,"Thergaon, Pune",Semi-Furnished
1 BHK Apartment,"9,000",350,"Thergaon, Pune",Semi-Furnished
1 BHK Apartment,"10,000",200,"Baner, Pune",Semi-Furnished
1 BHK Apartment,"14,000",200,"Baner, Pune",Semi-Furnished
4 BHK Villa,"30,000",3500,"Talegaon Dabhade, Pune",Furnished
1 BHK Apartment,"9,000",350,"Thergaon, Pune",Semi-Furnished
1 BHK Apartment,"5,000",200,"Baner, Pune",Semi-Furnished
2 BHK Apartment in Regency Orion,"40,000",1080,"Baner, Pune",Furnished
1 BHK Apartment,"22,000",655,"Tathawade, Pune",Unfurnished
1 BHK Apartment,"24,000",850,"Phase 3, Pune",Semi-Furnished
1 BHK Independent House,"13,500",200,"Hadapsar, Pune",Furnished
1 RK Studio Apartment,"9,000",700,"Narhe, Pune",Unfurnished
2 BHK Apartment,"27,000",1000,"Wakad, Pune",Unfurnished
2 BHK Apartment,"24,000",1080,"Balewadi, Pune",Semi-Furnished
2 BHK Apartment,"26,000",1080,"Baner, Pune",Furnished
2 BHK Apartment in Iris Iris Society,"33,000",1150,"Baner, Pune",Semi-Furnished
2 BHK Apartment in Bhandari Parkland,"37,000",1080,"Balewadi, Pune",Furnished
2 BHK Apartment in Bhandari Parkland,"40,000",1100,"Balewadi, Pune",Furnished
3 BHK Apartment,"40,000",900,"Hinjawadi Village, Pune",Furnished
2 BHK Apartment,"26,500",800,"Hinjawadi Village, Pune",Furnished
1 BHK Apartment,"8,500",650,"Narhe, Pune",Unfurnished
2 BHK Apartment,"25,000",750,"Aundh, Pune",Unfurnished
2 BHK Apartment,"28,000",850,"Hinjawadi Village, Pune",Furnished
1 RK Studio Apartment,"12,000",217,"Pimple Gurav, Pune",Semi-Furnished
1 BHK Apartment,"15,000",400,"Bhosari, Pune",Semi-Furnished
1 RK Studio Apartment,"12,000",400,"Wakad, Pune",Semi-Furnished
2 BHK Apartment,"23,500",1000,"Handewadi, Pune",Furnished
2 BHK Apartment in S R Om Paradise,"30,000",1080,"Sus, Pune",Semi-Furnished
2 BHK Apartment in Naiknavare Avon Vista Phase 1 And Phase 2,"35,000",1080,"Balewadi, Pune",Semi-Furnished
2 BHK Apartment in Rohan Mithila,"45,000",1500,"Viman Nagar, Pune",Furnished
2 BHK Apartment in Reputed Builder Silver Oak Society,"45,000",1080,"New Kalyani Nagar, Pune",Furnished
2 BHK Apartment in Reputed Builder Landmark Garden,"50,000",1250,"Kalyani Nagar, Pune",Furnished
4 BHK Apartment in Hermes Ramesh Pune Ramesh Hermes Classic,1.2 L,4000,"Koregaon Park, Pune",Furnished
3 BHK Apartment in Nyati Environ,"42,000",1650,"Tingre Nagar, Pune",Furnished
2 BHK Apartment,"17,500",700,"Mohammed wadi, Pune",Unfurnished
1 BHK Independent House,"17,000",800,"Pimple Nilakh, Pune",Unfurnished
2 BHK Apartment,"22,000",800,"Hinjawadi Village, Pune",Semi-Furnished
2 BHK Apartment,"22,000",750,"Bhosari, Pune",Unfurnished
2 BHK Apartment,"15,000",800,"Bhosari, Pune",Unfurnished
2 BHK Apartment in Kumar Picasso,"24,000",1300,"Hadapsar, Pune",Semi-Furnished
3 BHK Apartment in Aryan Nancy Lake Homes,"33,000",1500,"Katraj, Pune",Unfurnished
3 BHK Apartment in Aryan Nancy Lake Homes,"38,000",1600,"Katraj, Pune",Semi-Furnished
2 BHK Apartment in Ceratec City Villa,"21,000",1100,"Kondhwa, Pune",Furnished
2 BHK Apartment in Pegasus Megapolis Sangria Towers,"18,000",900,"Hinjewadi, Pune",Unfurnished
2 BHK Apartment,"10,000",1050,"Talegaon Dabhade, Pune",Unfurnished
1 RK Studio Apartment,"13,500",600,"Katraj, Pune",Unfurnished
4 BHK Independent House,"64,000",2100,"Baner, Pune",Semi-Furnished
2 BHK Apartment,"9,000",850,"Talegaon Dabhade, Pune",Unfurnished
1 BHK Apartment in Fortune Empress,"9,000",650,"Kalyani Nagar, Pune",Semi-Furnished
1 BHK Independent House,"6,000",550,"Wagholi, Pune",Unfurnished
3 BHK Apartment in Gagan Lawish Phase 2,"20,000",1400,"Undri, Pune",Furnished
1 BHK Apartment,"15,000",450,"Hinjawadi Village, Pune",Furnished
1 BHK Apartment,"15,000",400,"Kharadi, Pune",Furnished
1 BHK Apartment,"27,000",1000,"Ghorpadi, Pune",Unfurnished
1 RK Studio Apartment,"12,000",450,"Vikas Nagar, Pune",Semi-Furnished
1 BHK Independent House,"29,000",600,"Aundh, Pune",Semi-Furnished
2 BHK Apartment,"24,000",925,"Ravet, Pune",Semi-Furnished
1 BHK Apartment,"28,000",900,"Ganesh Peth, Pune",Semi-Furnished
1 RK Studio Apartment,"12,000",450,"Vikas Nagar, Pune",Unfurnished
1 RK Studio Apartment,"12,000",500,"Tathawade, Pune",Unfurnished
1 BHK Apartment,"28,000",750,"Bhoirwadi, Pune",Unfurnished
1 RK Studio Apartment,"10,000",450,"Nigdi, Pune",Unfurnished
2 BHK Apartment in Reputed Builder Silver Oak Society,"40,000",1650,"New Kalyani Nagar, Pune",Semi-Furnished
2 BHK Apartment in Kumar Kruti,"40,000",1250,"Kalyani Nagar, Pune",Furnished
3 BHK Apartment,"40,000",1200,"Aundh, Pune",Furnished
1 BHK Apartment,"22,000",550,"Kharadi, Pune",Unfurnished
1 BHK Apartment,"11,000",550,"Vishrantwadi, Pune",Unfurnished
1 BHK Apartment,"12,000",550,"Kharadi, Pune",Semi-Furnished
3 BHK Apartment,"55,000",1500,"Sangamvadi, Pune",Unfurnished
1 BHK Apartment,"16,000",550,"Kharadi, Pune",Unfurnished
2 BHK Apartment in Nyati Meadows,"50,000",1569,"Wadgaon Sheri, Pune",Furnished
3 BHK Apartment,"50,000",1428,"Kharadi, Pune",Semi-Furnished
3 BHK Apartment,"50,000",1500,"Yerawada, Pune",Furnished
2 BHK Apartment,"50,000",850,"Koregaon Park, Pune",Furnished
2 BHK Apartment,"50,000",1000,"Kharadi, Pune",Unfurnished
1 BHK Apartment in Reputed Builder Silver Oak Society,"35,000",666,"New Kalyani Nagar, Pune",Furnished
2 BHK Apartment,"35,000",850,"Kharadi, Pune",Unfurnished
3 BHK Apartment,"65,000",1200,"Sangamvadi, Pune",Semi-Furnished
2 BHK Apartment in Saheel Itrend Life,"30,000",950,"Wakad, Pune",Furnished
3 BHK Apartment in Karia Konark Campus,"75,000",1650,"Viman Nagar, Pune",Furnished
3 BHK Apartment in Goel Ganga Goel Hari Ganga,"40,000",1445,"Yerawada, Pune",Furnished
1 BHK Apartment in Tirupati Campus Phase IV,"15,000",585,"Tingre Nagar, Pune",Unfurnished
4 BHK Apartment in Vascon Marigold,1.1 L,3500,"Kalyani Nagar, Pune",Furnished
3 BHK Apartment in Reputed Builder Landmark Garden,"75,000",2000,"Kalyani Nagar, Pune",Semi-Furnished
3 BHK Apartment in Lunkad Sky Prive,"95,000",2350,"Viman Nagar, Pune",Furnished
3 BHK Apartment in Kumar City,"75,000",1869,"Wadgaon Sheri, Pune",Furnished
2 BHK Apartment in Kumar Kruti,"45,000",1250,"Kalyani Nagar, Pune",Furnished
2 BHK Apartment in Sidharth Sidharth Classic,"40,000",1355,"Viman Nagar, Pune",Furnished
3 BHK Apartment in Naiknavare Victoria Garden,"50,000",1850,"Kalyani Nagar, Pune",Semi-Furnished
1 BHK Apartment in Reputed Builder Kumar Aangan,"25,000",650,"Yerawada, Pune",Semi-Furnished
2 BHK Apartment in Vilas Yashwin Encore,"22,000",1050,"Wakad, Pune",Unfurnished
1 BHK Apartment in Yash Sankul,"15,000",680,"Pimple Saudagar, Pune",Semi-Furnished
3 BHK Apartment,"40,000",1800,"Kothrud, Pune",Unfurnished
3 BHK Apartment,"28,500",1700,"Kothrud, Pune",Semi-Furnished
3 BHK Apartment,"29,999",1700,"Kothrud, Pune",Semi-Furnished
3 BHK Apartment,"30,000",1700,"Kothrud, Pune",Semi-Furnished
2 BHK Apartment in Rohan Madhuban II,"19,800",1200,"Bavdhan, Pune",Unfurnished
2 BHK Apartment in Rohan Madhuban II,"19,999",1200,"Bavdhan, Pune",Unfurnished
1 BHK Apartment in JD Shubharambh,"12,000",650,"Wagholi, Pune",Semi-Furnished
2 BHK Villa in Shyamsundar Apartment,"32,000",1200,"Apex Colony, Pune",Semi-Furnished
2 BHK Apartment,"13,000",700,"Bhukum, Pune",Unfurnished
1 RK Studio Apartment,"10,000",350,"Bavdhan, Pune",Unfurnished
3 BHK Independent Floor,"35,000",2500,"Ambegaon Budruk, Pune",Furnished
2 BHK Apartment,"35,000",1000,"Mukund Nagar, Pune",Furnished
1 BHK Apartment,"23,000",750,"Kharadi, Pune",Unfurnished
2 BHK Apartment in Shree Marvilla,"26,000",1000,"Hadapsar, Pune",Furnished
3 BHK Apartment in Sai Proviso Leisure Town,"38,000",1500,"Hadapsar, Pune",Semi-Furnished
1 BHK Apartment,"23,000",1000,"Kharadi, Pune",Furnished
2 BHK Apartment,"25,000",1070,"Kharadi, Pune",Furnished
2 BHK Apartment in Kolte Patil Downtown,"36,000",1200,"Kharadi, Pune",Semi-Furnished
2 BHK Apartment in Kolte Patil Langston,"42,000",1187,"Kharadi, Pune",Furnished
2 BHK Apartment in Kolte Patil Beryl,"34,000",1186,"Kharadi, Pune",Semi-Furnished
3 BHK Apartment in Geras Greens Ville Sky Villas,"55,000",2282,"Kharadi, Pune",Semi-Furnished
2 BHK Apartment in Magarpatta Trillium,"35,000",1050,"Hadapsar, Pune",Furnished
2 BHK Apartment in Magarpatta Trillium,"34,000",1050,"Hadapsar, Pune",Furnished
1 BHK Apartment,"11,000",645,"Katraj, Pune",Semi-Furnished
1 BHK Apartment,"9,500",645,"Ambegaon Budruk, Pune",Semi-Furnished
1 RK Studio Apartment,"6,000",390,"Katraj, Pune",Unfurnished
3 BHK Apartment,3.8 L,1550,"Wanwadi, Pune",Semi-Furnished
4 BHK Villa,"40,000",2000,"Dhankawadi Police Station Road, Pune",Furnished
3 BHK Independent House in Wonder Bharati Vihar,"30,000",1600,"Katraj, Pune",Semi-Furnished
1 RK Studio Apartment in Amanora Future Towers,"20,000",450,"Hadapsar, Pune",Semi-Furnished
2 BHK Apartment in Kolte Patil Life Republic Sector R7 7th Avenue I Towers,"24,000",1400,"Hinjewadi, Pune",Furnished
1 BHK Apartment in The TCG Panorama Phase I Bldg C,"12,500",615,"Ambegaon Budruk, Pune",Semi-Furnished
1 BHK Apartment in Kolte Patil Life Republic Sector R3 3rd Avenue,"16,000",500,"Hinjewadi, Pune",Furnished
1 BHK Apartment in Kolte Patil Life Republic Sector R3 3rd Avenue,"15,000",500,"Hinjewadi, Pune",Furnished
2 BHK Apartment in Kolte Patil Life Republic Sector R3 3rd Avenue,"24,000",1500,"Hinjewadi, Pune",Furnished
2 BHK Apartment in Magarpatta City Iris,"27,000",950,"Hadapsar, Pune",Unfurnished
1 BHK Apartment in Magarpatta Heliconia,"25,000",600,"Hadapsar, Pune",Furnished
2 BHK Apartment,"18,000",850,"Wadgaon Sheri, Pune",Semi-Furnished
2 BHK Apartment in Puraniks Aldea Espanola,"24,000",1000,"Mahalunge, Pune",Unfurnished
1 BHK Apartment in Abhinav Pebbles Urbania,"17,000",600,"Bavdhan, Pune",Unfurnished
3 BHK Apartment in Kool Green Valley,"32,000",1250,"Bavdhan, Pune",Unfurnished
1 BHK Apartment in Yashodhan Apple Blossom,"16,400",650,"Bavdhan, Pune",Unfurnished
3 BHK Apartment in Karan Suncoast,"28,500",1250,"Bavdhan, Pune",Unfurnished
2 BHK Apartment in Karan Goldcoast,"20,500",1000,"Bavdhan, Pune",Unfurnished
3 BHK Apartment in Mittal Sun Grandeur,"32,000",1500,"Bavdhan, Pune",Unfurnished
1 BHK Apartment in Kolte Patil Life Republic Sector R3 3rd Avenue,"14,000",600,"Hinjewadi, Pune",Unfurnished
3 BHK Apartment,"32,000",1450,"Pimple Saudagar, Pune",Furnished
2 BHK Apartment in Kolte Patil Life Republic Sector R7 7th Avenue I Towers,"25,000",1500,"Hinjewadi, Pune",Furnished
2 BHK Apartment in Ramesh Hermes Heritage Phase 1,"30,000",1000,"Yerawada, Pune",Furnished
2 BHK Apartment in Kolte Patil Life Republic Sector R7 7th Avenue I Towers,"22,000",1500,"Hinjewadi, Pune",Unfurnished
2 BHK Apartment in Kolte Patil Life Republic Sector R16 16th Avenue Arezo,"22,000",1600,"Hinjewadi, Pune",Unfurnished
2 BHK Apartment in Kolte Patil Life Republic Sector R3 3rd Avenue,"22,000",1500,"Hinjewadi, Pune",Unfurnished
1 BHK Apartment in Nayan Galaxy,"10,000",630,"Hadapsar, Pune",Unfurnished
1 BHK Apartment in Kolte Patil Life Republic Sector R16 16th Avenue Arezo,"14,000",540,"Hinjewadi, Pune",Semi-Furnished
1 BHK Apartment in Kolte Patil Life Republic Sector R16 16th Avenue Arezo,"24,000",600,"Hinjewadi, Pune",Furnished
1 BHK Apartment in Kolte Patil Life Republic Sector R3 3rd Avenue,"14,000",550,"Hinjewadi, Pune",Semi-Furnished
1 BHK Apartment in Kolte Patil Life Republic Sector R3 3rd Avenue,"14,000",540,"Hinjewadi, Pune",Semi-Furnished
1 BHK Apartment in Kolte Patil Life Republic 6th Avenue,"14,500",560,"Hinjewadi, Pune",Unfurnished
1 RK Studio Apartment,"15,000",750,"Fursungi, Pune",Semi-Furnished
1 RK Studio Apartment,"15,000",750,"Fursungi, Pune",Semi-Furnished
1 BHK Independent House,"17,000",800,"Pimple Nilakh, Pune",Unfurnished
3 BHK Villa,"25,000",2300,"Dhayari, Pune",Semi-Furnished
1 BHK Apartment in Krishnaleela Laxmi Ganga Heights,"13,000",600,"Vadgaon Budruk, Pune",Unfurnished
2 BHK Apartment in Dharmavat Sundar Sahawas Apartment,"20,000",1100,"Vadgaon Budruk, Pune",Furnished
3 BHK Apartment in Reputed Builder Sun City,"20,000",1400,"Vadgaon Budruk, Pune",Semi-Furnished
2 BHK Apartment in Mittal Sun Paradise Phase II,"18,000",1100,"Vadgaon Budruk, Pune",Unfurnished
2 BHK Apartment in Mittal Sun Universe,"20,000",1200,"Dhayari, Pune",Furnished
2 BHK Apartment in Majestique Miami,"17,000",1050,"Dhayari, Pune",Semi-Furnished
1 BHK Apartment in Eisha Erica,"8,000",640,"Dhayari, Pune",Unfurnished
3 BHK Apartment in Kasturi Apostrophe Next,"27,000",1540,"Wakad, Pune",Semi-Furnished
3 BHK Apartment in Kasturi Apostrophe Next,"27,000",1530,"Wakad, Pune",Semi-Furnished
2 BHK Apartment in Akshar Elementa,"20,000",1030,"Tathawade, Pune",Semi-Furnished
2 BHK Apartment in Adi Skyline,"20,000",1050,"Wakad, Pune",Semi-Furnished
2 BHK Apartment in Laxmi Ivana,"20,000",1230,"Wakad, Pune",Semi-Furnished
2 BHK Apartment in Adi Skyline,"21,000",1060,"Wakad, Pune",Semi-Furnished
2 BHK Apartment in Akshar Elementa Phase I,"21,000",1040,"Tathawade, Pune",Semi-Furnished
2 BHK Apartment in Kasturi Apostrophe Next,"20,500",1050,"Wakad, Pune",Semi-Furnished
2 BHK Apartment in Kasturi Apostrophe Next,"21,000",1000,"Wakad, Pune",Semi-Furnished
3 BHK Apartment in Kasturi Apostrophe Next,"30,000",1520,"Wakad, Pune",Semi-Furnished
3 BHK Apartment in Kasturi Apostrophe Next,"29,000",1540,"Wakad, Pune",Semi-Furnished
3 BHK Apartment in Kasturi Apostrophe Next,"28,000",1550,"Wakad, Pune",Semi-Furnished
3 BHK Apartment in Kasturi Apostrophe Next,"28,000",1520,"Wakad, Pune",Semi-Furnished
3 BHK Apartment in Kasturi Apostrophe Next,"28,000",1550,"Wakad, Pune",Semi-Furnished
3 BHK Apartment in Kasturi Apostrophe Next,"28,500",1450,"Wakad, Pune",Semi-Furnished
3 BHK Apartment in Kasturi Apostrophe Next,"30,000",1500,"Wakad, Pune",Semi-Furnished
2 BHK Apartment in Kasturi Apostrophe Next,"21,500",1050,"Wakad, Pune",Semi-Furnished
2 BHK Apartment in Kasturi Apostrophe Next,"22,000",1070,"Wakad, Pune",Semi-Furnished
2 BHK Apartment in Laxmi Ivana,"22,000",1220,"Wakad, Pune",Semi-Furnished
2 BHK Apartment in Laxmi Ivana,"21,500",1260,"Wakad, Pune",Semi-Furnished
2 BHK Apartment in Akshar Elementa,"22,000",1060,"Tathawade, Pune",Semi-Furnished
2 BHK Apartment,"30,000",1000,"Mukund Nagar, Pune",Semi-Furnished
1 BHK Independent House,"17,000",800,"Pimple Nilakh, Pune",Unfurnished
1 BHK Apartment in GK Developer Rose Valley,"22,000",800,"Pimple Saudagar, Pune",Furnished
3 BHK Apartment in Pride Purple Park Royale,"32,000",1550,"Rahatani, Pune",Semi-Furnished
3 BHK Apartment in Paranjape Madhukosh,"20,000",1350,"Dhayari, Pune",Semi-Furnished
2 BHK Apartment,"12,500",860,"Dhankawadi Police Station Road, Pune",Semi-Furnished
3 BHK Apartment in Reputed Builder Castle World,"49,000",1800,"Aundh, Pune",Unfurnished
2 BHK Apartment in Kolte Patil Three Jewels,"15,000",1120,"Kondhwa, Pune",Semi-Furnished
2 BHK Apartment in Achalare Honeydew,"8,000",950,"Pirangut, Pune",Unfurnished
2 BHK Apartment in Galaxy Vineet,"18,000",1000,"Bavdhan, Pune",Unfurnished
2 BHK Apartment in Kolte Patil Life Republic Sector R3 3rd Avenue,"22,000",1500,"Hinjewadi, Pune",Semi-Furnished
3 BHK Apartment,"55,000",1300,"Yerawada, Pune",Furnished
1 BHK Apartment in Kolte Patil Life Republic Sector R3 3rd Avenue,"15,000",500,"Hinjewadi, Pune",Semi-Furnished
1 BHK Apartment,"14,650",560,"Kothrud, Pune",Unfurnished
1 BHK Apartment,"14,600",560,"Kothrud, Pune",Unfurnished
3 BHK Apartment,"37,999",1800,"Kothrud, Pune",Unfurnished
3 BHK Apartment,"37,999",1800,"Kothrud, Pune",Unfurnished
3 BHK Apartment,"38,133",1800,"Kothrud, Pune",Unfurnished
3 BHK Apartment,"37,888",1800,"Kothrud, Pune",Unfurnished
3 BHK Apartment,"37,999",1800,"Kothrud, Pune",Unfurnished
3 BHK Apartment,"37,988",1800,"Kothrud, Pune",Unfurnished
3 BHK Apartment,"38,133",1800,"Kothrud, Pune",Unfurnished
1 BHK Apartment,"14,500",650,"Kothrud, Pune",Unfurnished
3 BHK Apartment,"38,233",1800,"Kothrud, Pune",Unfurnished
1 RK Studio Apartment in Kolte Patil Life Republic Sector R3 3rd Avenue,"15,000",600,"Hinjewadi, Pune",Unfurnished
1 BHK Apartment in Kolte Patil Life Republic 6th Avenue,"15,000",600,"Hinjewadi, Pune",Unfurnished
2 BHK Apartment in Guardian Hill Shire,"14,000",988,"Wagholi, Pune",Semi-Furnished
3 BHK Apartment in Col Rps Vijay Vihar,"22,000",1500,"Wagholi, Pune",Semi-Furnished
2 BHK Apartment in Venkatesh Oxy Ultima,"15,000",970,"Wagholi, Pune",Furnished
2 BHK Apartment in Karia Konark Orchid,"29,000",1200,"Wagholi, Pune",Unfurnished
2 BHK Apartment in Teerth Towers,"21,000",1200,"Sus, Pune",Semi-Furnished
2 BHK Apartment in Puraniks Aldea Espanola,"25,000",1000,"Mahalunge, Pune",Furnished
1 BHK Apartment in Puraniks Aldea Espanola,"17,000",700,"Mahalunge, Pune",Unfurnished
3 BHK Apartment in Swaraj Homes Palash FGH,"27,000",1450,"Wakad, Pune",Semi-Furnished
2 BHK Apartment in Kolte Patil Life Republic Sector R3 3rd Avenue,"20,000",1000,"Hinjewadi, Pune",Unfurnished
3 BHK Apartment in Pegasus Megapolis Mystic Phase 2,"25,000",1450,"Hinjewadi, Pune",Unfurnished
2 BHK Apartment,"15,500",850,"Nanded, Pune",Unfurnished
3 BHK Apartment in Rohan Madhuban,"30,000",1450,"Bavdhan, Pune",Unfurnished
1 BHK Apartment in Kolte Patil Life Republic Sector R3 3rd Avenue,"15,000",670,"Hinjewadi, Pune",Unfurnished
