title,price,area,location,status
1 BHK Apartment in Mainland Valencia,"8,500",645,"Wagholi, Pune",Unfurnished
1 BHK Apartment in Majestique Majestique City Building F,"11,000",600,"Wagholi, Pune",Unfurnished
1 BHK Apartment in Majestique Majestique City Building F,"10,500",650,"Wagholi, Pune",Unfurnished
2 BHK Apartment in Majestique Majestique City Building F,"12,500",1034,"Wagholi, Pune",Semi-Furnished
2 BHK Apartment in Sukhwani Palm S,"11,000",987,"Wagholi, Pune",Semi-Furnished
2 BHK Apartment in NG Blossom,"11,500",989,"Wagholi, Pune",Semi-Furnished
1 BHK Apartment in Malkani Belle Vie,"9,000",578,"Wagholi, Pune",Semi-Furnished
2 BHK Apartment,"17,000",1000,"Pimple Gurav, Pune",Semi-Furnished
2 BHK Apartment,"21,000",1500,"Rahatani, Pune",Unfurnished
3 BHK Apartment,"31,000",1500,"Balewadi, Pune",Unfurnished
4 BHK Apartment in Karia Konark Vista,"65,000",2100,"Hadapsar, Pune",Semi-Furnished
1 BHK Apartment in Independent House,"9,500",650,"Bhairav Nagar, Pune",Unfurnished
1 BHK Apartment in Choice Golden City,"15,000",650,"Dhanori, Pune",Semi-Furnished
1 BHK Apartment in Matrix Alfa 1,"18,000",600,"Kharadi, Pune",Semi-Furnished
2 BHK Apartment in Salunkhe Natasha,"27,000",1020,"Aundh, Pune",Furnished
2 BHK Apartment,"7,200",1000,"Bhegade Aali, Pune",Unfurnished
2 BHK Apartment,"9,000",990,"Bhegade Aali, Pune",Unfurnished
1 BHK Apartment in Bhide Hill Side Apartment,"7,000",675,"Talegaon Dabhade, Pune",Unfurnished
1 BHK Apartment in Galaxy Aangan,"8,500",800,"Talegaon Dabhade, Pune",Unfurnished
2 BHK Apartment in Majestique Majestique City Building F,"15,000",950,"Wagholi, Pune",Unfurnished
1 BHK Apartment in Majestique Majestique City Building F,"10,000",600,"Wagholi, Pune",Unfurnished
2 BHK Apartment in Majestique Majestique City Building F,"15,000",950,"Wagholi, Pune",Unfurnished
1 BHK Apartment in Majestique Majestique City Building F,"11,000",650,"Wagholi, Pune",Unfurnished
1 BHK Apartment in Majestique Majestique City Building F,"11,000",600,"Wagholi, Pune",Unfurnished
2 BHK Apartment in Majestique Majestique City Building F,"15,000",650,"Wagholi, Pune",Unfurnished
1 BHK Apartment in Majestique Majestique City Building F,"11,000",600,"Wagholi, Pune",Unfurnished
2 BHK Apartment in Rohan Abhilasha,"25,000",950,"Wagholi, Pune",Furnished
2 BHK Apartment in Belvalkar Housing Belvalkar Kalpak Homes,"14,000",910,"Wagholi, Pune",Semi-Furnished
1 BHK Apartment in Maple Menlo Homes Kharadi,"12,000",680,"Wagholi, Pune",Unfurnished
2 BHK Apartment in Goel Ganga Constella,"35,000",1050,"Kharadi, Pune",Semi-Furnished
1 BHK Independent Floor,"18,000",650,"Kharadi, Pune",Unfurnished
3 BHK Apartment in Panchshil Towers,"85,000",1600,"Kharadi, Pune",Semi-Furnished
3 BHK Apartment in Panchshil Towers,"95,000",1620,"Kharadi, Pune",Furnished
3 BHK Villa in Namrata Flora City Villa,"20,000",1800,"Talegaon Dabhade, Pune",Unfurnished
1 BHK Apartment in Ganesh Park,"15,000",650,"Ambegaon Budruk, Pune",Unfurnished
2 BHK Apartment in Goel Ganga Carnation,"28,000",1200,"Mundhwa, Pune",Semi-Furnished
1 RK Studio Apartment in Goel Ganga Orchard,"13,000",400,"Mundhwa, Pune",Semi-Furnished
1 BHK Apartment,"16,000",650,"Koregaon Park, Pune",Semi-Furnished
2 BHK Apartment in Reputed Builder RahulSociety,"25,000",950,"Koregaon Park, Pune",Semi-Furnished
1 BHK Apartment in Reputed Builder Popular Heights 2,"16,000",600,"Koregaon Park, Pune",Semi-Furnished
1 RK Studio Apartment in Reputed Builder Popular Height 1,"16,000",540,"Koregaon Park, Pune",Semi-Furnished
4 BHK Apartment in Amanora Adreno Towers,"70,000",2100,"Hadapsar, Pune",Semi-Furnished
4 BHK Apartment in Panchshil Satellite Towers,"90,000",3500,"Mundhwa, Pune",Furnished
2 BHK Apartment,"35,000",1100,"Erandwane, Pune",Furnished
4 BHK Apartment in Karia Konark Bella Vista,"65,000",2200,"Hadapsar, Pune",Semi-Furnished
2 BHK Apartment,"30,000",928,"Karve Nagar, Pune",Furnished
3 BHK Apartment in Marvel Bounty II,"60,000",2200,"Hadapsar, Pune",Furnished
1 BHK Apartment,"15,000",600,"Karve Nagar, Pune",Unfurnished
2 BHK Apartment in Ramesh Hermes Heritage Phase 1,"26,000",1050,"Yerawada, Pune",Furnished
3 BHK Apartment in Tirupati Campus Phase IV,"22,000",1450,"Tingre Nagar, Pune",Furnished
2 BHK Apartment in Goel Ganga Goel Hari Ganga,"22,000",1050,"Yerawada, Pune",Unfurnished
2 BHK Apartment in Goel Ganga Goel Hari Ganga,"27,000",1050,"Yerawada, Pune",Furnished
2 BHK Apartment,"11,000",1030,"Talegaon Dabhade, Pune",Unfurnished
2 BHK Apartment in Amanora Gateway Towers,"38,000",1200,"Hadapsar, Pune",Semi-Furnished
2 BHK Apartment in Godrej Elements,"23,000",1250,"Hinjewadi, Pune",Semi-Furnished
2 BHK Apartment in Amanora Adreno Towers,"30,000",1000,"Hadapsar, Pune",Semi-Furnished
3 BHK Apartment in Amanora Future Towers,"35,000",1250,"Hadapsar, Pune",Semi-Furnished
1 BHK Apartment in Reputed Builder Sunrise CHS,"15,000",650,"Hadapsar, Pune",Furnished
3 BHK Apartment in Magarpatta Daffodils Apartment,"38,000",1700,"Hadapsar, Pune",Furnished
2 BHK Apartment in Amanora Trendy Homes,"30,000",1070,"Hadapsar, Pune",Furnished
3 BHK Villa in Jhala BK Jhala Tranquility Phase 1,"20,000",1700,"Manjari, Pune",Unfurnished
3 BHK Apartment in Amanora Adreno Towers,"35,000",1700,"Hadapsar, Pune",Semi-Furnished
1 BHK Apartment in Ram Green Divine,"12,000",700,"Hadapsar, Pune",Unfurnished
2 BHK Apartment in Shapoorji Pallonji Joyville Hinjawadi,"17,000",1000,"Hinjewadi, Pune",Unfurnished
3 BHK Apartment in Godrej 24,"32,000",1500,"Hinjewadi, Pune",Semi-Furnished
2 BHK Apartment in Amanora Aspire Towers,"35,000",1250,"Hadapsar, Pune",Furnished
2 BHK Apartment in Geeta Prem Mairah Residences,"21,000",900,"Hinjewadi, Pune",Semi-Furnished
1 RK Studio Apartment in Amanora Amanora Towers 23 25,"15,500",465,"Hadapsar, Pune",Furnished
1 RK Studio Apartment in Amanora Park Town,"15,000",465,"Hadapsar, Pune",Furnished
2 BHK Apartment in Magarpatta Grevillea,"25,000",1050,"Hadapsar, Pune",Furnished
1 BHK Apartment in Amanora Park Town,"22,000",576,"Hadapsar, Pune",Furnished
2 BHK Apartment in Shapoorji Pallonji Joyville Hinjawadi,"17,000",900,"Hinjewadi, Pune",Unfurnished
2 BHK Apartment in Godrej 24,"30,000",950,"Hinjewadi, Pune",Semi-Furnished
3 BHK Apartment in Godrej 24,"30,000",1530,"Hinjewadi, Pune",Semi-Furnished
2 BHK Apartment in Godrej 24,"20,000",1000,"Hinjewadi, Pune",Semi-Furnished
1 BHK Apartment,"6,500",600,"Bhegade Aali, Pune",Semi-Furnished
1 BHK Apartment in Bunty Mayur Kilbil,"14,000",625,"Dhanori, Pune",Unfurnished
2 BHK Apartment in Pride Purple Park Springs,"20,000",1000,"Lohegaon, Pune",Furnished
3 BHK Apartment in Bunty Mayur Kilbil,"23,500",1400,"Dhanori, Pune",Semi-Furnished
3 BHK Apartment in Hinjawadi Building D1 Eon Homes,"20,000",1260,"Hinjewadi, Pune",Semi-Furnished
2 BHK Apartment in Reputed Builder Megapolis Sunway,"18,000",1050,"Hinjewadi, Pune",Furnished
1 BHK Apartment,"19,000",700,"Karegaon, Pune",Furnished
1 RK Studio Apartment in Goel Ganga Orchard,"12,000",400,"Mundhwa, Pune",Furnished
3 BHK Apartment in Kumar Prospera A3 A4 And A5,"40,000",1560,"Hadapsar, Pune",Semi-Furnished
2 BHK Apartment in Kumar Prospera A3 A4 And A5,"30,000",1230,"Hadapsar, Pune",Semi-Furnished
2 BHK Apartment in Tyagi Uttam Plaza,"30,000",950,"Kharadi, Pune",Furnished
1 BHK Apartment in Reputed Builder Sunshine Tower,"21,000",600,"Koregaon Park, Pune",Furnished
1 BHK Apartment,"18,000",700,"Koregaon Park, Pune",Unfurnished
2 BHK Apartment in Reputed Builder New Rahul Terrace Society,"25,000",1200,"Koregaon Park, Pune",Semi-Furnished
1 BHK Independent House in Reputed Builder Meera Nagar Garden,"18,000",650,"Koregaon Park, Pune",Semi-Furnished
1 RK Studio Apartment,"15,000",350,"Koregaon Park, Pune",Semi-Furnished
1 BHK Apartment,"15,000",600,"Koregaon Park, Pune",Semi-Furnished
1 RK Studio Apartment,"15,000",400,"Koregaon Park, Pune",Semi-Furnished
1 RK Studio Apartment,"14,000",350,"Koregaon Park, Pune",Furnished
1 BHK Apartment in Reputed Builder Meera Nagar Garden,"20,000",600,"Koregaon Park, Pune",Furnished
1 BHK Apartment in Reputed Builder Popular Height 1,"17,000",750,"Koregaon Park, Pune",Furnished
1 BHK Apartment in Reputed Builder Popular Height 1,"20,000",850,"Koregaon Park, Pune",Furnished
1 RK Studio Apartment in Reputed Builder Popular Heights 2,"15,000",600,"Koregaon Park, Pune",Semi-Furnished
1 BHK Apartment,"15,000",550,"Koregaon Park, Pune",Unfurnished
1 RK Studio Apartment in Shree Park,"13,000",590,"Hadapsar, Pune",Semi-Furnished
1 BHK Apartment,"14,000",950,"Wagholi, Pune",Semi-Furnished
1 BHK Apartment in Pride Aashiyana,"15,000",625,"Lohegaon, Pune",Semi-Furnished
3 BHK Apartment in Pride Aashiyana,"26,500",1450,"Lohegaon, Pune",Semi-Furnished
2 BHK Apartment in Pride Aashiyana,"22,000",1100,"Lohegaon, Pune",Semi-Furnished
1 BHK Apartment in Raojee Palladium Homes,"15,000",650,"Dhanori, Pune",Semi-Furnished
2 BHK Apartment in Raojee Palladium Homes,"18,200",850,"Dhanori, Pune",Semi-Furnished
2 BHK Apartment in Gini Belvista,"18,000",1000,"Dhanori, Pune",Semi-Furnished
3 BHK Apartment in Bramha SkyCity Phase III,"33,000",1365,"Dhanori, Pune",Furnished
3 BHK Apartment in Bramha Skycity,"24,000",1365,"Dhanori, Pune",Semi-Furnished
2 BHK Apartment in Bramha Skycity,"20,000",965,"Dhanori, Pune",Semi-Furnished
2 BHK Apartment in Tirupati Kashi Ganga,"26,000",1050,"Dhanori, Pune",Semi-Furnished
2 BHK Apartment in Borate Vrundavan Apartment,"30,000",980,"Kharadi, Pune",Furnished
3 BHK Villa in Paranjape Forest Trails,"55,000",3550,"Bhugaon, Pune",Furnished
3 BHK Apartment in Vilas Yashwin A,"23,000",1680,"Sus, Pune",Unfurnished
7 BHK Villa in Paranjape Forest Trails,"80,000",8000,"Bhugaon, Pune",Unfurnished
2 BHK Apartment in Lodha Lodha Belmondo,"37,000",1650,"Gahunje, Pune",Unfurnished
2 BHK Apartment in Goel Ganga Ganga Platino Phase III,"35,000",1150,"Kharadi, Pune",Semi-Furnished
2 BHK Apartment in Ratan Prestige,"35,000",1000,"Kharadi, Pune",Furnished
2 BHK Apartment in Vijaydeep Deccan Gold,"30,000",1122,"Kharadi, Pune",Unfurnished
2 BHK Apartment in Guruvista Phase II,"30,000",1005,"Kharadi, Pune",Semi-Furnished
2 BHK Apartment in VTP Urban Nirvana,"28,000",1098,"Kharadi, Pune",Semi-Furnished
3 BHK Apartment in Raviraj Rakshak Nagar Gold,"35,000",1300,"Kharadi, Pune",Unfurnished
2 BHK Apartment in BU Bhandari Acolade,"45,000",1200,"Kharadi, Pune",Furnished
2 BHK Apartment in Prasun Loreto,"28,000",1000,"Kharadi, Pune",Semi-Furnished
3 BHK Apartment in Kumar Prospera A1 And A2,"42,000",1560,"Hadapsar, Pune",Semi-Furnished
2 BHK Apartment in Kumar Prospera A3 A4 And A5,"32,000",1150,"Hadapsar, Pune",Semi-Furnished
4 BHK Apartment in Panchshil One North,1.5 L,4500,"Hadapsar, Pune",Furnished
1 BHK Apartment in Swaraj Homes Spring Glory Apartment,"19,000",700,"Kharadi, Pune",Furnished
2 BHK Apartment,"35,000",1000,"Kharadi, Pune",Semi-Furnished
3 BHK Apartment in Kolte Patil Tuscan Estate Signature Meadows,"67,000",2050,"Kharadi, Pune",Unfurnished
2 BHK Apartment in BG Tatva,"34,000",1065,"Kharadi, Pune",Semi-Furnished
2 BHK Apartment in Meridian Yumna,"23,000",1000,"Kharadi, Pune",Semi-Furnished
2 BHK Apartment,"35,000",1000,"Kharadi, Pune",Semi-Furnished
3 BHK Apartment in Goel Ganga Arcadia,"42,000",1530,"Kharadi, Pune",Semi-Furnished
2 BHK Apartment in Amanora Gateway Towers,"38,000",1200,"Hadapsar, Pune",Semi-Furnished
2 BHK Apartment in Godrej Elements,"23,000",1250,"Hinjewadi, Pune",Semi-Furnished
2 BHK Apartment in Amanora Adreno Towers,"30,000",1000,"Hadapsar, Pune",Semi-Furnished
3 BHK Apartment in Amanora Future Towers,"35,000",1250,"Hadapsar, Pune",Semi-Furnished
1 BHK Apartment in Reputed Builder Sunrise CHS,"15,000",650,"Hadapsar, Pune",Furnished
3 BHK Apartment in Magarpatta Daffodils Apartment,"38,000",1700,"Hadapsar, Pune",Furnished
2 BHK Apartment in Amanora Trendy Homes,"30,000",1070,"Hadapsar, Pune",Furnished
3 BHK Villa in Jhala BK Jhala Tranquility Phase 1,"20,000",1700,"Manjari, Pune",Unfurnished
3 BHK Apartment in Amanora Adreno Towers,"35,000",1700,"Hadapsar, Pune",Semi-Furnished
1 BHK Apartment in Ram Green Divine,"12,000",700,"Hadapsar, Pune",Unfurnished
2 BHK Apartment in Shapoorji Pallonji Joyville Hinjawadi,"17,000",1000,"Hinjewadi, Pune",Unfurnished
3 BHK Apartment in Godrej 24,"32,000",1500,"Hinjewadi, Pune",Semi-Furnished
2 BHK Apartment in Amanora Aspire Towers,"35,000",1250,"Hadapsar, Pune",Furnished
2 BHK Apartment in Geeta Prem Mairah Residences,"21,000",900,"Hinjewadi, Pune",Semi-Furnished
1 RK Studio Apartment in Amanora Amanora Towers 23 25,"15,500",465,"Hadapsar, Pune",Furnished
1 RK Studio Apartment in Amanora Park Town,"15,000",465,"Hadapsar, Pune",Furnished
2 BHK Apartment in Magarpatta Grevillea,"25,000",1050,"Hadapsar, Pune",Furnished
1 BHK Apartment in Amanora Park Town,"22,000",576,"Hadapsar, Pune",Furnished
2 BHK Apartment in Shapoorji Pallonji Joyville Hinjawadi,"17,000",900,"Hinjewadi, Pune",Unfurnished
2 BHK Apartment in Godrej 24,"30,000",950,"Hinjewadi, Pune",Semi-Furnished
3 BHK Apartment in Godrej 24,"30,000",1530,"Hinjewadi, Pune",Semi-Furnished
2 BHK Apartment in Godrej 24,"20,000",1000,"Hinjewadi, Pune",Semi-Furnished
1 BHK Apartment,"6,500",600,"Bhegade Aali, Pune",Semi-Furnished
3 BHK Apartment in Pride Purple Park Titanium,"35,000",1560,"Wakad, Pune",Semi-Furnished
1 BHK Independent House,"6,400",700,"Bhegade Aali, Pune",Unfurnished
3 BHK Apartment in Reputed Builder Gera North,"45,000",1611,"Kharadi, Pune",Furnished
3 BHK Apartment in Pashankar Yin Yang,"40,000",1443,"Kharadi, Pune",Semi-Furnished
2 BHK Apartment in Saakaar Silvana,"25,000",1020,"Kharadi, Pune",Unfurnished
3 BHK Villa in Paranjape Forest Trails,"50,000",3250,"Bhugaon, Pune",Furnished
1 BHK Apartment in Bunty Mayur Kilbil,"14,000",625,"Dhanori, Pune",Unfurnished
2 BHK Apartment in Pride Purple Park Springs,"20,000",1000,"Lohegaon, Pune",Furnished
3 BHK Apartment in Bunty Mayur Kilbil,"23,500",1400,"Dhanori, Pune",Semi-Furnished
3 BHK Apartment in Hinjawadi Building D1 Eon Homes,"20,000",1260,"Hinjewadi, Pune",Semi-Furnished
2 BHK Apartment in Reputed Builder Megapolis Sunway,"18,000",1050,"Hinjewadi, Pune",Furnished
3 BHK Villa in Paranjape Forest Trails,"45,000",2700,"Bhugaon, Pune",Unfurnished
2 BHK Apartment in Tirupati Kashi Ganga,"26,000",1080,"Dhanori, Pune",Semi-Furnished
3 BHK Apartment in Tirupati Kashi Ganga,"30,000",1400,"Dhanori, Pune",Semi-Furnished
3 BHK Apartment in Goel Ganga Newtown Phase I,"22,000",1250,"Dhanori, Pune",Semi-Furnished
2 BHK Apartment in Gini Belvista,"18,000",1000,"Dhanori, Pune",Semi-Furnished
1 BHK Apartment in Tirupati Kashi Ganga,"17,500",680,"Dhanori, Pune",Semi-Furnished
3 BHK Apartment in Tirupati Kashi Ganga,"29,500",1450,"Dhanori, Pune",Semi-Furnished
2 BHK Apartment in Tirupati Vasantam,"25,500",1065,"Dhanori, Pune",Semi-Furnished
2 BHK Apartment in Pride Aashiyana,"23,000",1104,"Lohegaon, Pune",Semi-Furnished
2 BHK Apartment in Bramha Skycity,"20,000",1000,"Dhanori, Pune",Semi-Furnished
3 BHK Apartment in Bramha Skycity,"24,500",1365,"Dhanori, Pune",Semi-Furnished
2 BHK Apartment in Choice Goodwill Metropolis West Phase 1,"18,000",1000,"Lohegaon, Pune",Semi-Furnished
1 BHK Apartment,"15,000",600,"Dhanori, Pune",Furnished
2 BHK Independent House,"21,000",1300,"Lohegaon, Pune",Semi-Furnished
3 BHK Apartment in Nyati Environ,"40,000",1655,"Tingre Nagar, Pune",Furnished
3 BHK Apartment in Tirupati Campus,"30,000",1455,"Tingre Nagar, Pune",Semi-Furnished
2 BHK Apartment in Sancheti Mount N Glory,"32,000",1100,"Kharadi, Pune",Semi-Furnished
2 BHK Apartment in Ajit Blue Berry,"26,000",1050,"Kharadi, Pune",Unfurnished
3 BHK Apartment in Pashankar Yin Yang,"40,000",1500,"Kharadi, Pune",Semi-Furnished
2 BHK Apartment in Vijaydeep Deccan Gold,"30,000",1100,"Kharadi, Pune",Furnished
2 BHK Apartment in Kolte Patil Beryl,"35,000",1120,"Kharadi, Pune",Semi-Furnished
1 BHK Apartment in Kumar Samruddhi A6 And A7 Building,"17,000",650,"Tingre Nagar, Pune",Semi-Furnished
4 BHK Apartment in Kasturi The Balmoral Estate,2.5 L,3690,"Baner, Pune",Furnished
1 BHK Apartment in Ayush Home,"8,000",450,"Dhanori, Pune",Unfurnished
1 BHK Independent House,"8,000",500,"Dhanori, Pune",Unfurnished
1 BHK Apartment in AK Surana Developers Sanskruti Homes,"18,000",629,"Balewadi, Pune",Unfurnished
2 BHK Apartment in Kasturi Building A3 Eon Homes,"35,000",1235,"Hinjewadi, Pune",Furnished
2 BHK Apartment in Kolte Patil IVY Estate,"13,500",996,"Wagholi, Pune",Semi-Furnished
2 BHK Apartment in Karia Konark Orchid,"15,000",1241,"Wagholi, Pune",Semi-Furnished
1 BHK Apartment in Pristine Pristine Meadows,"11,000",632,"Wagholi, Pune",Unfurnished
2 BHK Apartment in Nyati Elan West I,"15,500",956,"Wagholi, Pune",Semi-Furnished
2 BHK Apartment in Venkatesh Oxy Ultima,"12,000",951,"Wagholi, Pune",Unfurnished
2 BHK Apartment in Gagan Micasaa,"12,000",963,"Wagholi, Pune",Semi-Furnished
2 BHK Apartment in Marvel Ganga Fria,"18,000",985,"Wagholi, Pune",Semi-Furnished
2 BHK Apartment in Maple Aura County,"16,000",963,"Wagholi, Pune",Unfurnished
2 BHK Apartment in Happy Homes Happy Homes,1.3 L,963,"Wagholi, Pune",Unfurnished
2 BHK Apartment in Happy Homes Happy Homes,"12,000",795,"Wagholi, Pune",Unfurnished
2 BHK Apartment in Happy Homes Happy Homes,"12,000",712,"Wagholi, Pune",Semi-Furnished
2 BHK Apartment in Ravinanda Skylights,"12,500",951,"Wagholi, Pune",Unfurnished
2 BHK Apartment in Mangal Mansha,"13,500",1170,"Wagholi, Pune",Semi-Furnished
2 BHK Apartment in Icon Imperio,"14,000",987,"Wagholi, Pune",Unfurnished
1 BHK Apartment in Vascon Citron,"9,000",621,"Wagholi, Pune",Unfurnished
1 BHK Apartment in Venkatesh Primo,"9,500",652,"Wagholi, Pune",Unfurnished
2 BHK Apartment in Venkatesh Primo,"13,000",951,"Wagholi, Pune",Unfurnished
2 BHK Apartment in Zenith Utsav Residency,"11,000",987,"Wagholi, Pune",Unfurnished
1 BHK Apartment in Shubh Wagheshwar Society,"8,000",652,"Wagholi, Pune",Unfurnished
3 BHK Apartment in Rohan Abhilasha,"18,500",1650,"Wagholi, Pune",Unfurnished
1 BHK Apartment in Karia Konark Meadows,"15,000",835,"Wagholi, Pune",Furnished
1 BHK Apartment in F5 Silver Crest Block B,"10,000",645,"Wagholi, Pune",Semi-Furnished
1 BHK Apartment in Suyog Nisarg Phase III,"10,000",650,"Wagholi, Pune",Semi-Furnished
2 BHK Apartment in Majestique Palm Atlantis,"14,000",1090,"Wagholi, Pune",Semi-Furnished
2 BHK Apartment in Guardian Hill Shire,"15,000",980,"Wagholi, Pune",Semi-Furnished
2 BHK Apartment in Ashtavinayak Aster,"14,500",980,"Wagholi, Pune",Semi-Furnished
2 BHK Apartment in Sukhwani Scarlet,"12,500",995,"Wagholi, Pune",Semi-Furnished
2 BHK Apartment in Balaji Kanchanpuram,"14,000",995,"Wagholi, Pune",Semi-Furnished
1 BHK Apartment in Dheeraj Realty Jade Residences,"13,000",654,"Wagholi, Pune",Unfurnished
2 BHK Apartment in Rohan Abhilasha,"20,000",990,"Wagholi, Pune",Furnished
2 BHK Apartment in Marvel Ganga Fria,"21,000",980,"Wagholi, Pune",Semi-Furnished
1 BHK Apartment in Ashtavinayak Aster,"15,000",654,"Wagholi, Pune",Semi-Furnished
1 BHK Apartment in Aakankssha Jubilation,"9,000",654,"Wagholi, Pune",Unfurnished
1 BHK Apartment in Sai Rachana Sanskruti,"10,000",658,"Wagholi, Pune",Semi-Furnished
2 BHK Apartment in Happy Homes Happy Homes,"15,000",987,"Wagholi, Pune",Unfurnished
2 BHK Apartment in Pristine East Winds,"16,000",1023,"Wagholi, Pune",Unfurnished
2 BHK Apartment in Kolte Patil IVY Estate,"14,500",951,"Wagholi, Pune",Semi-Furnished
1 BHK Apartment in VRINDAVAN PARK WAGHOLI,"16,000",654,"Wagholi, Pune",Unfurnished
2 BHK Apartment in Venkatesh Oxy Ultima,"12,500",1070,"Wagholi, Pune",Semi-Furnished
2 BHK Apartment in Marvel Albero,"18,000",1110,"Kondhwa, Pune",Unfurnished
1 BHK Apartment in Jhala Mahalunge Riveria,"12,000",550,"Mahalunge, Pune",Unfurnished
1 BHK Apartment,"5,500",450,"Bhegade Aali, Pune",Unfurnished
1 BHK Apartment,"6,500",580,"Talegaon Dabhade, Pune",Unfurnished
2 BHK Villa in Rohan Mithila,"43,000",1800,"Viman Nagar, Pune",Furnished
3 BHK Apartment in Lodha Belmondo,"60,000",2560,"Gahunje, Pune",Furnished
1 BHK Apartment in Espree Eminence,"18,000",520,"Wadgaon Sheri, Pune",Unfurnished
2 BHK Apartment in Sharada Megh Sparsh,"15,000",960,"Ambegaon Budruk, Pune",Semi-Furnished
1 BHK Apartment in Reputed Builder Sanas Corner,"25,000",850,"Koregaon Park, Pune",Semi-Furnished
1 BHK Apartment in Goel Ganga Goel Hari Ganga,"15,000",750,"Yerawada, Pune",Unfurnished
2 BHK Apartment in Karia Konark Kinara,"25,000",1050,"Kalyani Nagar, Pune",Semi-Furnished
2 BHK Apartment in Ramesh Hermes Heritage Phase 1,"28,000",1050,"Yerawada, Pune",Furnished
2 BHK Apartment in Goel Ganga Goel Hari Ganga,"21,000",950,"Yerawada, Pune",Unfurnished
2 BHK Apartment in Karia Konark Exotica,"17,000",1200,"Wagholi, Pune",Furnished
2 BHK Apartment in Goel Ganga Goel Hari Ganga,"22,000",950,"Yerawada, Pune",Semi-Furnished
1 BHK Apartment in Reputed Builder Ram Society,"13,000",650,"Yerawada, Pune",Semi-Furnished
1 BHK Apartment in Sancheti Pratik Nagar,"12,000",850,"Yerawada, Pune",Unfurnished
1 BHK Apartment in GM Spring Meadows,"11,500",600,"Ambegaon Budruk, Pune",Semi-Furnished
2 BHK Apartment in Windsor County,"15,000",880,"Ambegaon Budruk, Pune",Semi-Furnished
2 BHK Apartment in Sankalp Shree Vitthal Heritage,"18,000",970,"Ambegaon Budruk, Pune",Furnished
2 BHK Apartment in Reelicon Kian,"15,000",890,"Ambegaon Budruk, Pune",Semi-Furnished
1 BHK Apartment in Reelicon Kian,"11,000",620,"Ambegaon Budruk, Pune",Semi-Furnished
2 BHK Apartment in GM Spring Meadows,"16,000",910,"Ambegaon Budruk, Pune",Semi-Furnished
1 BHK Apartment in GM Spring Meadows,"11,500",650,"Ambegaon Budruk, Pune",Semi-Furnished
1 BHK Apartment,"10,000",600,"Ambegaon Budruk, Pune",Unfurnished
1 BHK Apartment in Windsor County,"12,000",600,"Ambegaon Budruk, Pune",Semi-Furnished
1 BHK Apartment in Pristine Pacific Part 2,"10,500",600,"Ambegaon Budruk, Pune",Unfurnished
1 BHK Apartment in TCG TCG Panorama Phase II Bldg B,"12,000",610,"Ambegaon Budruk, Pune",Unfurnished
3 BHK Apartment in Amit Bloomfield Apartment,"32,000",1460,"Ambegaon Budruk, Pune",Furnished
3 BHK Apartment in Amit Bloomfield Apartment,"25,000",1450,"Ambegaon Budruk, Pune",Semi-Furnished
2 BHK Apartment in GM Spring Meadows,"22,000",1000,"Ambegaon Budruk, Pune",Furnished
2 BHK Apartment in GM Spring Meadows,"22,000",1000,"Ambegaon Budruk, Pune",Furnished
2 BHK Apartment in GM Spring Meadows,"15,000",860,"Ambegaon Budruk, Pune",Unfurnished
1 BHK Apartment in GM Spring Meadows,"11,500",600,"Ambegaon Budruk, Pune",Semi-Furnished
2 BHK Apartment in Amit Bloomfield Apartment,"22,000",1180,"Ambegaon Budruk, Pune",Furnished
2 BHK Apartment in Amit Bloomfield Apartment,"19,000",1175,"Ambegaon Budruk, Pune",Semi-Furnished
2 BHK Apartment in Ganesh N B Square,"17,000",900,"Vadgaon Budruk, Pune",Semi-Furnished
1 BHK Apartment in Ganesh Graceland,"11,500",610,"Vadgaon Budruk, Pune",Semi-Furnished
3 BHK Apartment in Sanket Kool Homes Panchamrut,"20,000",1100,"Ambegaon Budruk, Pune",Semi-Furnished
1 BHK Apartment in Nirman Aura,"12,000",600,"Ambegaon Budruk, Pune",Semi-Furnished
1 BHK Apartment in Chirag Grande View 7,"11,000",600,"Vadgaon Budruk, Pune",Unfurnished
1 BHK Apartment in Aagam Highway Bliss,"11,000",600,"Vadgaon Budruk, Pune",Unfurnished
1 BHK Apartment in Chirag Grande View 7,"12,000",590,"Vadgaon Budruk, Pune",Semi-Furnished
2 BHK Apartment in Nirman Aura,"15,000",890,"Ambegaon Budruk, Pune",Semi-Furnished
2 BHK Apartment in Aagam Highway Bliss,"14,500",900,"Vadgaon Budruk, Pune",Semi-Furnished
2 BHK Apartment in Sanket Kool Homes Panchamrut,"16,000",910,"Ambegaon Budruk, Pune",Semi-Furnished
2 BHK Apartment in Ganesh Graceland,"15,500",940,"Vadgaon Budruk, Pune",Semi-Furnished
2 BHK Apartment in Chirag Grande View 7,"16,000",960,"Vadgaon Budruk, Pune",Semi-Furnished
2 BHK Apartment in Nirman Aura,"15,500",960,"Ambegaon Budruk, Pune",Semi-Furnished
2 BHK Apartment in Dugad Manik Moti,"14,000",900,"Katraj, Pune",Semi-Furnished
2 BHK Apartment in Dugad Manik Moti,"18,000",980,"Katraj, Pune",Furnished
1 BHK Apartment in Shree Lake Vista,"12,500",620,"Ambegaon Budruk, Pune",Furnished
2 BHK Apartment in Sankalp Shree Vitthal Heritage,"18,500",970,"Ambegaon Budruk, Pune",Semi-Furnished
